VBELN,AUART,KUNNR,MATNR,KWMENG,NETWR,WADAT,WERKS,GBSTA,ERDAT
SO-87310988,OR,CUST-1081,MAT-CG-10033,39,710379.78,2026-10-20,PL-BLR,B,2026-08-16
SO-66186977,OR,CUST-1098,MAT-CG-10011,32,2472057.91,2026-12-29,PL-DEL,A,2026-08-06
SO-32405721,OR,CUST-1017,MAT-CG-10028,8,50969.35,2027-01-13,PL-AHM,B,2026-02-23
SO-84751326,OR,CUST-1092,MAT-CG-10009,104,5383459.53,2026-11-25,PL-KOL,B,2025-10-16
SO-16071701,OR,CUST-1095,MAT-CG-10040,29,1492458.68,2026-12-23,PL-AHM,C,2026-01-05
SO-48827999,OR,CUST-1090,MAT-CG-10048,113,1203448.26,2026-10-16,PL-JAI,B,2026-07-12
SO-89665373,RO,CUST-1048,MAT-CG-10010,3,195352.02,2026-12-25,PL-AHM,A,2026-01-11
SO-88930879,OR,CUST-1099,MAT-CG-10012,132,12232791.9,2026-11-15,PL-PUN,A,2026-07-30
SO-80490297,RO,CUST-1066,MAT-CG-10037,134,12865794.73,2026-12-18,PL-CHE,A,2026-02-08
SO-29219517,OR,CUST-1095,MAT-CG-10021,47,7312456.03,2026-10-23,PL-AHM,B,2026-04-03
SO-23350172,OR,CUST-1037,MAT-CG-10037,82,7164311.21,2026-11-12,PL-CHE,B,2026-01-11
SO-48718971,OR,CUST-1078,MAT-CG-10015,45,1655196.12,2026-10-29,PL-CHE,A,2026-07-05
SO-78276312,OR,CUST-1004,MAT-CG-10014,143,3998255.91,2026-09-10,PL-NGP,B,2026-05-16
SO-13459771,OR,CUST-1027,MAT-CG-10001,127,483601.18,2027-01-24,PL-AHM,C,2026-01-08
SO-70914632,OR,CUST-1015,MAT-CG-10034,34,916883.21,2026-09-30,PL-PUN,B,2025-12-14
SO-28363405,OR,CUST-1094,MAT-CG-10017,24,1538748.3,2026-11-29,PL-DEL,C,2026-05-02
SO-53904728,OR,CUST-1065,MAT-CG-10047,21,163076.5,2026-12-25,PL-NGP,C,2026-07-17
SO-15148168,OR,CUST-1013,MAT-CG-10046,82,934708.99,2027-01-11,PL-KOL,A,2025-11-11
SO-95160766,CS,CUST-1002,MAT-CG-10043,11,47623.95,2027-01-28,PL-AHM,A,2025-09-13
SO-73097822,OR,CUST-1063,MAT-CG-10013,69,1481268.88,2027-01-05,PL-CHE,A,2026-05-14
SO-79297448,CS,CUST-1096,MAT-CG-10041,24,1680765.05,2026-12-20,PL-DEL,B,2025-11-11
SO-33906194,OR,CUST-1054,MAT-CG-10040,55,2743991.58,2027-02-04,PL-AHM,C,2025-10-29
SO-74992661,RO,CUST-1085,MAT-CG-10016,91,4703908.85,2026-11-15,PL-HYD,A,2025-09-15
SO-94560859,OR,CUST-1077,MAT-CG-10032,127,3258813.07,2027-01-01,PL-CHE,A,2026-05-03
SO-66316956,OR,CUST-1042,MAT-CG-10008,75,2977132.99,2026-12-17,PL-DEL,A,2025-12-29
SO-56651206,CS,CUST-1051,MAT-CG-10021,31,4710046.32,2027-01-01,PL-PUN,B,2026-01-25
SO-13887287,OR,CUST-1035,MAT-CG-10044,62,359788.16,2026-12-13,PL-MUM,B,2026-03-11
SO-65194233,OR,CUST-1057,MAT-CG-10017,83,5145459.32,2026-11-05,PL-MUM,A,2025-12-18
SO-55612761,CS,CUST-1006,MAT-CG-10047,58,448682.45,2026-12-13,PL-HYD,B,2026-05-30
SO-93924534,OR,CUST-1079,MAT-CG-10035,54,2358303.84,2026-10-03,PL-JAI,B,2026-08-13
SO-60893769,OR,CUST-1100,MAT-CG-10047,7,57216.09,2026-11-29,PL-NGP,A,2025-09-22
SO-38247918,OR,CUST-1069,MAT-CG-10004,134,1344412.4,2026-10-10,PL-NGP,B,2026-04-28
SO-60181317,OR,CUST-1053,MAT-CG-10019,43,3784298.26,2026-11-02,PL-MUM,A,2026-08-13
SO-23760099,RO,CUST-1051,MAT-CG-10049,136,2183130.71,2026-09-10,PL-BLR,A,2026-03-22
SO-94765944,CS,CUST-1032,MAT-CG-10002,60,304288.12,2026-10-01,PL-AHM,C,2026-01-30
SO-21397317,OR,CUST-1010,MAT-CG-10009,71,3786317.58,2026-12-15,PL-MUM,A,2025-11-19
SO-22825399,CS,CUST-1076,MAT-CG-10039,40,1401178.47,2026-10-19,PL-JAI,A,2026-03-11
SO-13144983,OR,CUST-1036,MAT-CG-10028,133,840782.45,2026-09-25,PL-CHE,C,2025-11-01
SO-49089390,OR,CUST-1012,MAT-CG-10031,98,1744211.75,2026-12-13,PL-NGP,A,2025-12-19
SO-77993829,OR,CUST-1049,MAT-CG-10019,138,11796141.7,2027-01-05,PL-AHM,A,2025-11-17
SO-70702699,OR,CUST-1074,MAT-CG-10046,29,332424.39,2026-12-10,PL-HYD,B,2026-02-15
SO-24622813,CS,CUST-1040,MAT-CG-10031,146,2639926.58,2027-02-08,PL-DEL,A,2025-11-09
SO-75741381,RO,CUST-1032,MAT-CG-10011,55,3972883.99,2026-12-12,PL-JAI,B,2025-11-29
SO-41196194,OR,CUST-1099,MAT-CG-10047,147,1167213.31,2026-12-14,PL-CHE,C,2026-03-04
SO-53143346,CS,CUST-1073,MAT-CG-10010,11,708980.51,2026-09-01,PL-CHE,C,2026-05-08
SO-75595812,RO,CUST-1064,MAT-CG-10049,145,2178830.86,2027-02-13,PL-HYD,A,2025-12-30
SO-79045775,RO,CUST-1095,MAT-CG-10046,125,1436146.16,2026-09-20,PL-DEL,B,2025-08-30
SO-27083565,OR,CUST-1021,MAT-CG-10005,98,1699854.43,2026-10-01,PL-BLR,A,2026-01-11
SO-66932774,OR,CUST-1022,MAT-CG-10008,11,460478.3,2027-01-12,PL-PUN,A,2025-11-16
SO-11242658,OR,CUST-1016,MAT-CG-10027,104,14262416.87,2026-11-14,PL-CHE,B,2026-03-11
SO-85673348,CS,CUST-1022,MAT-CG-10040,97,4481075.92,2027-01-11,PL-HYD,B,2026-02-14
SO-73365536,OR,CUST-1027,MAT-CG-10034,66,1832673.29,2026-10-04,PL-BLR,B,2025-12-24
SO-65875235,OR,CUST-1020,MAT-CG-10001,83,324603.82,2026-09-01,PL-CHE,C,2026-05-19
SO-82173099,OR,CUST-1043,MAT-CG-10013,26,504682.98,2027-02-06,PL-PUN,B,2026-06-04
SO-95408582,RO,CUST-1029,MAT-CG-10005,91,1540140.66,2026-09-03,PL-HYD,A,2026-03-31
SO-59294789,RO,CUST-1099,MAT-CG-10028,80,501799.14,2026-11-04,PL-NGP,B,2025-09-29
SO-20398669,RO,CUST-1020,MAT-CG-10043,53,224733.63,2026-10-25,PL-CHE,A,2026-04-11
SO-27005934,RO,CUST-1076,MAT-CG-10037,28,2617303.8,2026-12-07,PL-KOL,B,2025-10-24
SO-92662979,CS,CUST-1061,MAT-CG-10039,72,2325567.99,2026-08-31,PL-HYD,A,2026-07-08
SO-29237874,OR,CUST-1061,MAT-CG-10040,39,1994943.26,2026-11-21,PL-DEL,A,2026-06-14
SO-67096991,CS,CUST-1061,MAT-CG-10033,114,1924508.09,2027-01-06,PL-DEL,A,2025-11-10
SO-61744941,CS,CUST-1061,MAT-CG-10026,98,9427172.31,2027-01-11,PL-KOL,B,2026-07-14
SO-32295753,CS,CUST-1036,MAT-CG-10039,56,1940350.0,2026-12-20,PL-NGP,B,2025-12-16
SO-26138312,RO,CUST-1056,MAT-CG-10045,66,529325.58,2026-10-15,PL-MUM,A,2025-12-28
SO-66918776,OR,CUST-1079,MAT-CG-10050,90,2036390.16,2026-10-18,PL-AHM,A,2026-05-24
SO-36284674,OR,CUST-1047,MAT-CG-10048,4,45042.26,2026-09-01,PL-JAI,A,2026-03-08
SO-44059134,RO,CUST-1002,MAT-CG-10007,96,2869415.16,2026-09-08,PL-CHE,C,2025-12-21
SO-43962179,OR,CUST-1081,MAT-CG-10026,13,1197704.93,2027-01-24,PL-MUM,C,2025-12-25
SO-75807017,OR,CUST-1061,MAT-CG-10039,118,4109904.66,2027-02-12,PL-NGP,A,2026-08-04
SO-92264795,CS,CUST-1020,MAT-CG-10024,9,328912.74,2026-10-15,PL-BLR,A,2026-01-21
SO-69509188,CS,CUST-1091,MAT-CG-10008,16,618184.03,2026-09-24,PL-NGP,A,2026-05-16
SO-54649538,CS,CUST-1041,MAT-CG-10042,6,18944.75,2026-10-13,PL-JAI,C,2026-02-17
SO-99187054,OR,CUST-1054,MAT-CG-10034,5,137046.44,2027-02-18,PL-MUM,A,2026-05-17
SO-29798986,CS,CUST-1035,MAT-CG-10049,130,1889564.67,2026-12-22,PL-MUM,A,2025-10-16
SO-64928808,OR,CUST-1082,MAT-CG-10013,131,2787146.74,2026-08-31,PL-CHE,A,2025-11-09
SO-55828977,OR,CUST-1073,MAT-CG-10023,32,9708641.82,2026-09-22,PL-JAI,B,2026-07-09
SO-34494865,CS,CUST-1012,MAT-CG-10008,25,983549.22,2027-01-29,PL-MUM,A,2026-08-18
SO-71787010,OR,CUST-1093,MAT-CG-10014,97,2840384.57,2026-11-17,PL-HYD,C,2026-06-17
SO-60910187,CS,CUST-1037,MAT-CG-10020,15,1714829.81,2026-10-05,PL-JAI,A,2026-01-24
SO-46614518,OR,CUST-1023,MAT-CG-10015,50,1894881.72,2026-11-05,PL-PUN,A,2026-07-07
SO-87671284,OR,CUST-1045,MAT-CG-10032,92,2499771.45,2027-01-11,PL-PUN,C,2025-09-06
SO-88547299,OR,CUST-1020,MAT-CG-10011,11,847819.87,2026-10-23,PL-AHM,A,2025-09-27
SO-37843059,OR,CUST-1090,MAT-CG-10044,75,463095.25,2027-01-19,PL-CHE,A,2025-12-04
SO-44656876,OR,CUST-1060,MAT-CG-10050,55,1193161.16,2026-09-29,PL-NGP,C,2025-10-04
SO-28765689,OR,CUST-1076,MAT-CG-10012,123,11778335.67,2027-01-22,PL-AHM,C,2025-10-26
SO-24040914,CS,CUST-1046,MAT-CG-10003,84,693613.82,2026-09-02,PL-BLR,B,2025-12-23
SO-96957157,OR,CUST-1024,MAT-CG-10022,88,19141412.96,2026-11-17,PL-BLR,B,2025-11-17
SO-68922751,RO,CUST-1059,MAT-CG-10012,7,696166.07,2027-02-24,PL-AHM,C,2026-01-31
SO-43900011,CS,CUST-1048,MAT-CG-10031,64,1201460.77,2027-01-01,PL-AHM,A,2026-08-03
SO-24476095,OR,CUST-1055,MAT-CG-10015,131,4831793.24,2027-01-25,PL-AHM,B,2026-08-09
SO-32331780,OR,CUST-1077,MAT-CG-10011,133,10856711.74,2027-01-12,PL-HYD,B,2026-06-13
SO-17220926,OR,CUST-1040,MAT-CG-10009,87,4825465.27,2026-10-06,PL-KOL,B,2026-02-02
SO-10113173,CS,CUST-1019,MAT-CG-10011,119,8743683.71,2026-10-14,PL-CHE,A,2026-07-13
SO-37289414,OR,CUST-1012,MAT-CG-10012,62,6276534.93,2026-10-09,PL-NGP,A,2026-08-21
SO-56266443,OR,CUST-1061,MAT-CG-10031,42,782932.92,2026-12-09,PL-HYD,B,2025-09-15
SO-42580280,OR,CUST-1050,MAT-CG-10025,120,6597087.52,2026-10-04,PL-AHM,A,2026-04-01
SO-90119779,OR,CUST-1069,MAT-CG-10044,110,599693.09,2027-01-03,PL-JAI,A,2026-05-02
SO-41562316,OR,CUST-1047,MAT-CG-10039,47,1546793.62,2026-08-31,PL-JAI,B,2026-02-01
SO-28532770,OR,CUST-1025,MAT-CG-10005,60,972084.97,2026-11-16,PL-AHM,A,2026-03-03
SO-67138006,OR,CUST-1037,MAT-CG-10025,48,2709475.3,2027-02-19,PL-PUN,A,2026-04-12
SO-31950353,OR,CUST-1088,MAT-CG-10027,47,6519547.97,2026-09-27,PL-PUN,A,2026-02-27
SO-98029193,OR,CUST-1002,MAT-CG-10044,27,149139.15,2026-10-02,PL-JAI,B,2026-02-08
SO-11555403,OR,CUST-1084,MAT-CG-10044,118,727788.17,2026-12-11,PL-AHM,A,2026-03-21
SO-95109767,OR,CUST-1078,MAT-CG-10028,68,450805.9,2026-12-24,PL-NGP,A,2025-12-24
SO-81809727,OR,CUST-1015,MAT-CG-10046,87,972600.37,2026-12-17,PL-NGP,B,2025-09-12
SO-10933716,OR,CUST-1091,MAT-CG-10006,40,908851.1,2026-10-20,PL-NGP,B,2026-01-03
SO-72379457,OR,CUST-1006,MAT-CG-10028,14,84328.32,2027-01-03,PL-PUN,A,2026-07-29
SO-43866730,OR,CUST-1044,MAT-CG-10039,96,3309982.33,2026-09-06,PL-NGP,A,2026-05-24
SO-65976877,OR,CUST-1058,MAT-CG-10019,93,8313811.14,2027-02-09,PL-MUM,B,2026-06-27
SO-81305655,CS,CUST-1051,MAT-CG-10023,11,3076916.22,2026-09-21,PL-NGP,A,2026-06-20
SO-94949087,OR,CUST-1056,MAT-CG-10047,39,326876.63,2026-11-27,PL-PUN,C,2025-10-11
SO-86379051,OR,CUST-1006,MAT-CG-10016,136,6223004.27,2026-12-04,PL-MUM,A,2025-10-16
SO-61259494,RO,CUST-1093,MAT-CG-10047,27,202014.95,2027-02-10,PL-CHE,B,2026-01-30
SO-44474897,CS,CUST-1084,MAT-CG-10002,49,274693.24,2026-09-20,PL-AHM,A,2026-05-17
SO-50695005,RO,CUST-1066,MAT-CG-10037,68,6264763.04,2026-11-01,PL-MUM,A,2025-11-03
SO-68645850,OR,CUST-1096,MAT-CG-10031,57,1082950.64,2026-10-17,PL-CHE,B,2025-09-14
SO-34328360,CS,CUST-1037,MAT-CG-10003,104,790999.65,2026-12-13,PL-HYD,A,2026-01-23
SO-46878825,OR,CUST-1060,MAT-CG-10043,35,159243.9,2027-02-09,PL-KOL,A,2026-05-02
SO-53568260,OR,CUST-1009,MAT-CG-10015,6,216481.49,2027-02-02,PL-PUN,B,2026-01-20
SO-82673252,OR,CUST-1061,MAT-CG-10041,86,6646846.19,2026-09-03,PL-KOL,A,2026-03-13
SO-30371382,OR,CUST-1096,MAT-CG-10023,115,33327997.99,2027-01-14,PL-BLR,C,2026-02-05
SO-14330737,CS,CUST-1074,MAT-CG-10017,105,7005481.63,2027-02-08,PL-PUN,B,2026-02-28
SO-81080601,OR,CUST-1039,MAT-CG-10006,55,1198476.83,2026-11-19,PL-PUN,C,2025-12-27
SO-93867651,RO,CUST-1022,MAT-CG-10002,41,226184.53,2027-01-22,PL-AHM,B,2026-08-12
SO-84684043,CS,CUST-1063,MAT-CG-10049,74,1219361.94,2026-12-05,PL-NGP,A,2026-02-11
SO-23016411,OR,CUST-1028,MAT-CG-10039,33,1066193.97,2026-09-28,PL-JAI,A,2026-05-24
SO-83829193,OR,CUST-1046,MAT-CG-10011,104,8252260.08,2026-12-16,PL-JAI,A,2026-03-13
SO-94594167,OR,CUST-1086,MAT-CG-10050,94,2222201.79,2027-02-09,PL-KOL,B,2025-11-22
SO-40212304,OR,CUST-1064,MAT-CG-10035,102,4543674.92,2026-11-12,PL-PUN,A,2026-05-25
SO-10447935,RO,CUST-1043,MAT-CG-10026,75,7632304.61,2027-02-14,PL-BLR,C,2026-07-04
SO-97658167,OR,CUST-1054,MAT-CG-10025,150,8587045.21,2027-02-09,PL-MUM,B,2026-05-01
SO-20805307,RO,CUST-1074,MAT-CG-10009,130,7151978.16,2026-09-05,PL-KOL,B,2026-04-18
SO-93952534,OR,CUST-1088,MAT-CG-10011,147,10629526.23,2026-12-03,PL-MUM,C,2025-10-20
SO-84095884,RO,CUST-1025,MAT-CG-10051,101,3268140.39,2026-10-11,PL-PUN,A,2026-04-23
SO-36814729,OR,CUST-1017,MAT-CG-10012,122,11632602.78,2026-09-07,PL-HYD,B,2025-12-30
SO-90966708,OR,CUST-1031,MAT-CG-10030,64,841171.36,2026-12-27,PL-NGP,C,2026-06-28
SO-31376399,OR,CUST-1060,MAT-CG-10039,86,2984129.18,2026-09-17,PL-MUM,C,2026-08-07
SO-79762014,OR,CUST-1050,MAT-CG-10044,106,577775.76,2026-12-15,PL-CHE,C,2025-11-21
SO-13183661,OR,CUST-1062,MAT-CG-10008,138,5936035.77,2026-09-15,PL-CHE,B,2026-08-03
SO-78660380,CS,CUST-1084,MAT-CG-10024,104,3664317.93,2026-10-01,PL-DEL,A,2026-04-11
SO-25003358,CS,CUST-1022,MAT-CG-10049,150,2271159.95,2027-02-15,PL-KOL,A,2026-04-21
SO-38197129,OR,CUST-1013,MAT-CG-10051,125,3765726.27,2027-02-24,PL-DEL,B,2025-12-15
SO-44896549,OR,CUST-1038,MAT-CG-10049,64,1013332.57,2026-11-23,PL-PUN,C,2026-04-13
SO-89782793,OR,CUST-1098,MAT-CG-10037,72,6267158.45,2027-01-11,PL-CHE,A,2026-05-02
SO-58684022,CS,CUST-1038,MAT-CG-10024,146,5047937.43,2026-10-10,PL-JAI,C,2026-03-20
SO-49578072,OR,CUST-1096,MAT-CG-10031,114,2200038.27,2026-10-02,PL-BLR,B,2026-03-27
SO-95464793,OR,CUST-1004,MAT-CG-10025,67,4073493.36,2027-01-27,PL-CHE,A,2025-10-28
SO-58876968,CS,CUST-1066,MAT-CG-10001,68,276149.34,2027-01-10,PL-AHM,B,2025-10-11
SO-96416288,OR,CUST-1076,MAT-CG-10011,90,7238594.49,2026-11-19,PL-NGP,A,2026-02-11
SO-80496099,OR,CUST-1023,MAT-CG-10032,45,1175478.94,2026-12-06,PL-MUM,C,2026-07-21
SO-51514655,OR,CUST-1029,MAT-CG-10022,59,11545859.37,2027-02-02,PL-DEL,C,2026-05-15
SO-71649116,RO,CUST-1082,MAT-CG-10023,129,39502892.35,2027-01-12,PL-HYD,C,2026-05-12
SO-63484586,CS,CUST-1013,MAT-CG-10024,10,377630.2,2027-01-07,PL-DEL,A,2025-11-13
SO-20663234,OR,CUST-1058,MAT-CG-10035,139,6033834.17,2026-11-02,PL-HYD,A,2026-05-22
SO-40647266,CS,CUST-1092,MAT-CG-10045,64,499585.54,2026-09-10,PL-JAI,A,2025-11-14
SO-35503269,CS,CUST-1009,MAT-CG-10018,25,2074376.48,2026-10-03,PL-NGP,A,2026-07-23
SO-42741152,RO,CUST-1098,MAT-CG-10014,60,1673650.33,2026-12-27,PL-DEL,B,2026-07-28
SO-36363828,OR,CUST-1015,MAT-CG-10021,20,2930731.73,2026-12-30,PL-HYD,A,2025-11-19
SO-90301630,OR,CUST-1039,MAT-CG-10038,57,1183792.06,2027-01-26,PL-AHM,A,2026-01-09
SO-89045858,CS,CUST-1079,MAT-CG-10050,51,1185102.01,2026-08-31,PL-CHE,B,2025-10-20
SO-94708592,OR,CUST-1043,MAT-CG-10018,128,10063313.84,2027-01-09,PL-CHE,C,2026-03-23
SO-43423167,OR,CUST-1036,MAT-CG-10017,138,8858773.19,2027-01-06,PL-CHE,C,2026-01-10
SO-75441939,OR,CUST-1041,MAT-CG-10008,48,2082722.9,2027-01-08,PL-PUN,B,2026-06-01
SO-67984060,CS,CUST-1039,MAT-CG-10012,18,1667535.35,2026-12-22,PL-KOL,C,2025-09-06
SO-35983948,OR,CUST-1098,MAT-CG-10035,48,1987496.68,2026-11-17,PL-NGP,A,2026-03-13
SO-73334076,OR,CUST-1088,MAT-CG-10050,137,2988818.25,2027-02-03,PL-HYD,B,2025-09-13
SO-30990005,OR,CUST-1099,MAT-CG-10010,84,5263671.96,2026-10-13,PL-BLR,B,2025-09-18
SO-79318932,OR,CUST-1084,MAT-CG-10011,85,6603237.58,2026-12-15,PL-CHE,A,2026-04-11
SO-59766743,OR,CUST-1040,MAT-CG-10031,79,1428715.07,2026-11-29,PL-KOL,B,2026-03-19
SO-62820340,OR,CUST-1001,MAT-CG-10028,146,962111.52,2026-12-12,PL-MUM,B,2026-02-23
SO-71322699,OR,CUST-1003,MAT-CG-10042,37,115606.86,2026-10-21,PL-HYD,C,2026-04-14
SO-13178141,OR,CUST-1055,MAT-CG-10019,97,9247623.08,2026-11-22,PL-NGP,B,2026-05-13
SO-69069644,OR,CUST-1014,MAT-CG-10014,130,3373555.54,2026-10-11,PL-KOL,C,2025-12-21
SO-16174008,CS,CUST-1050,MAT-CG-10047,122,994912.45,2027-01-02,PL-HYD,A,2025-10-17
SO-17961369,OR,CUST-1008,MAT-CG-10038,98,2054995.12,2026-11-09,PL-NGP,A,2026-01-11
SO-73329409,OR,CUST-1096,MAT-CG-10019,30,2586078.5,2026-12-14,PL-BLR,A,2025-10-26
SO-36842781,RO,CUST-1012,MAT-CG-10020,148,17560594.62,2026-11-22,PL-JAI,B,2025-09-19
SO-81273301,OR,CUST-1089,MAT-CG-10017,144,8421167.41,2026-09-17,PL-KOL,A,2026-01-07
SO-34714856,OR,CUST-1060,MAT-CG-10048,56,604530.32,2026-12-01,PL-KOL,A,2025-09-11
SO-44273540,RO,CUST-1096,MAT-CG-10046,68,775156.38,2026-10-05,PL-DEL,C,2026-01-25
SO-75277802,OR,CUST-1068,MAT-CG-10028,103,614837.19,2027-01-09,PL-KOL,A,2025-11-07
SO-77674129,OR,CUST-1069,MAT-CG-10028,10,63509.36,2027-01-25,PL-KOL,C,2026-07-20
SO-85874195,OR,CUST-1072,MAT-CG-10048,21,244812.07,2027-01-14,PL-BLR,B,2026-07-10
SO-91877039,CS,CUST-1025,MAT-CG-10037,121,11475555.26,2027-02-22,PL-AHM,A,2025-12-28
SO-97301075,OR,CUST-1010,MAT-CG-10029,40,328851.28,2027-01-25,PL-KOL,B,2025-11-26
SO-12883470,OR,CUST-1074,MAT-CG-10050,112,2441230.29,2027-02-06,PL-AHM,A,2026-08-19
SO-67331055,OR,CUST-1034,MAT-CG-10015,84,3132069.25,2027-01-27,PL-KOL,B,2026-01-01
SO-87099818,OR,CUST-1092,MAT-CG-10042,53,166672.98,2026-10-09,PL-HYD,A,2026-05-10
SO-23542098,OR,CUST-1069,MAT-CG-10020,48,5826046.72,2026-09-10,PL-BLR,B,2026-02-26
SO-52323714,OR,CUST-1085,MAT-CG-10005,85,1410760.42,2026-11-16,PL-BLR,B,2026-04-07
SO-57693567,OR,CUST-1018,MAT-CG-10015,57,2131545.19,2026-12-21,PL-DEL,B,2026-08-10
SO-61058647,OR,CUST-1058,MAT-CG-10029,55,469067.61,2026-10-20,PL-HYD,B,2025-10-25
SO-33501092,RO,CUST-1075,MAT-CG-10008,25,1060606.12,2026-10-01,PL-BLR,A,2026-06-23
SO-52530857,OR,CUST-1025,MAT-CG-10032,93,2336680.05,2026-09-23,PL-NGP,A,2025-12-22
SO-25031359,OR,CUST-1003,MAT-CG-10017,132,7702621.9,2026-12-16,PL-AHM,A,2026-02-23
SO-18765169,OR,CUST-1084,MAT-CG-10024,81,2798179.87,2027-02-26,PL-DEL,C,2025-09-28
SO-12127354,OR,CUST-1094,MAT-CG-10025,122,7217241.66,2026-11-21,PL-MUM,A,2026-04-18
SO-11244728,OR,CUST-1067,MAT-CG-10012,146,13647510.75,2027-02-24,PL-PUN,A,2026-07-23
SO-98711501,OR,CUST-1048,MAT-CG-10039,55,1881558.67,2026-10-10,PL-AHM,A,2026-05-26
SO-99747074,OR,CUST-1047,MAT-CG-10034,40,1102393.67,2026-09-28,PL-BLR,A,2025-12-12
SO-64177562,CS,CUST-1048,MAT-CG-10014,80,2332075.33,2026-11-06,PL-JAI,A,2026-08-09
SO-54504189,OR,CUST-1061,MAT-CG-10051,8,230854.53,2026-10-06,PL-AHM,A,2025-11-20
SO-32782148,OR,CUST-1013,MAT-CG-10025,136,7352214.94,2026-10-27,PL-DEL,B,2026-07-21
SO-72335184,OR,CUST-1069,MAT-CG-10008,123,5018298.96,2027-02-01,PL-MUM,A,2025-12-23
SO-27206526,OR,CUST-1085,MAT-CG-10031,67,1247266.92,2027-02-04,PL-DEL,B,2025-12-14
SO-36345208,OR,CUST-1029,MAT-CG-10048,148,1663961.79,2026-10-06,PL-HYD,C,2026-07-12
SO-64202290,OR,CUST-1079,MAT-CG-10048,26,275708.06,2026-10-27,PL-CHE,A,2025-09-20
SO-72028610,CS,CUST-1076,MAT-CG-10020,86,10320981.92,2027-01-25,PL-CHE,A,2026-03-09
SO-98745007,OR,CUST-1075,MAT-CG-10028,97,636997.71,2026-09-08,PL-AHM,C,2026-07-30
SO-34450775,OR,CUST-1019,MAT-CG-10051,52,1634493.41,2026-10-30,PL-BLR,B,2026-03-11
SO-74528712,OR,CUST-1045,MAT-CG-10001,148,555963.56,2027-01-25,PL-AHM,B,2026-05-06
SO-83266696,OR,CUST-1016,MAT-CG-10030,69,900615.98,2027-02-14,PL-NGP,A,2026-03-04
SO-55765962,OR,CUST-1099,MAT-CG-10012,67,6622447.21,2027-02-16,PL-DEL,C,2026-03-01
SO-45280921,OR,CUST-1047,MAT-CG-10049,134,2046163.07,2026-09-06,PL-NGP,A,2026-07-06
SO-24916551,OR,CUST-1071,MAT-CG-10015,119,4353105.09,2026-10-02,PL-KOL,A,2026-01-04
SO-21135674,RO,CUST-1024,MAT-CG-10028,143,896244.11,2027-01-08,PL-HYD,A,2025-09-09
SO-36665991,CS,CUST-1096,MAT-CG-10015,6,208850.68,2027-01-31,PL-BLR,B,2025-11-25
SO-81559021,OR,CUST-1070,MAT-CG-10034,14,352782.38,2027-01-13,PL-BLR,A,2026-06-03
SO-95215820,CS,CUST-1080,MAT-CG-10007,44,1246587.08,2026-10-08,PL-NGP,B,2026-01-18
SO-16564881,OR,CUST-1038,MAT-CG-10013,73,1478596.68,2027-01-11,PL-AHM,B,2025-12-27
SO-50264407,OR,CUST-1010,MAT-CG-10021,36,5134402.89,2027-01-20,PL-CHE,A,2025-10-14
SO-17948672,OR,CUST-1018,MAT-CG-10039,19,607865.95,2026-10-11,PL-HYD,B,2026-06-03
SO-62479086,RO,CUST-1025,MAT-CG-10042,109,314727.31,2026-11-28,PL-DEL,A,2026-04-04
SO-26572053,CS,CUST-1095,MAT-CG-10009,104,5608900.89,2027-02-19,PL-BLR,A,2026-01-08
SO-53952205,OR,CUST-1082,MAT-CG-10010,72,4334174.02,2026-11-18,PL-NGP,A,2025-10-06
SO-41162829,CS,CUST-1057,MAT-CG-10039,122,3991655.53,2026-10-01,PL-NGP,C,2025-10-15
SO-19449294,CS,CUST-1044,MAT-CG-10030,41,544522.57,2026-09-10,PL-AHM,A,2026-06-27
SO-67164749,RO,CUST-1022,MAT-CG-10041,121,9286156.76,2027-02-24,PL-PUN,A,2026-04-30
SO-21888060,CS,CUST-1078,MAT-CG-10034,28,779896.13,2026-12-01,PL-HYD,C,2025-12-13
SO-66596142,OR,CUST-1082,MAT-CG-10045,112,831361.17,2026-11-10,PL-CHE,A,2025-09-30
SO-66323846,CS,CUST-1033,MAT-CG-10033,86,1587501.8,2026-09-21,PL-MUM,A,2025-12-18
SO-39714212,RO,CUST-1056,MAT-CG-10016,128,6366675.02,2026-09-26,PL-PUN,B,2025-10-17
SO-91420209,RO,CUST-1086,MAT-CG-10037,98,8833147.8,2027-02-01,PL-DEL,B,2025-09-28
SO-22739083,OR,CUST-1098,MAT-CG-10007,149,4228936.72,2027-01-26,PL-JAI,B,2026-02-03
SO-56614414,CS,CUST-1057,MAT-CG-10046,12,135349.06,2027-01-24,PL-NGP,A,2026-01-31
SO-99800835,OR,CUST-1028,MAT-CG-10041,112,8244171.06,2026-09-06,PL-KOL,A,2026-03-27
SO-71286924,OR,CUST-1046,MAT-CG-10027,9,1300548.68,2026-11-27,PL-KOL,A,2026-04-04
SO-53555317,OR,CUST-1090,MAT-CG-10029,14,128648.9,2026-11-06,PL-BLR,A,2025-11-11
SO-97011596,OR,CUST-1095,MAT-CG-10050,142,3142761.2,2026-11-28,PL-BLR,B,2026-07-09
SO-92732173,RO,CUST-1095,MAT-CG-10022,92,19727325.62,2026-10-28,PL-KOL,A,2026-07-03
SO-95825759,OR,CUST-1041,MAT-CG-10047,25,202052.22,2027-02-10,PL-BLR,B,2026-05-12
